id,release_date,movie,production_budget,domestic_gross,worldwide_gross
2,1983-10-21,The Dead Zone,,,
3,2001-02-02,Valentine,,,
4,2006-06-09,A Prairie Home Companion,,,
5,2007-02-23,Reno 911!: Miami,,,
6,1998-07-24,Jane Austen's Mafia,,,
7,2015-10-23,Paranormal Activity: The Ghost Dimension,,,
8,1994-02-25,Sugar Hill,,,
9,2008-06-20,Kit Kittredge: An American Girl,,,
10,1985-09-27,Invasion U.S.A.,,,
11,2005-09-23,Roll Bounce,,,
12,1998-12-11,Rushmore,,,
13,1990-01-19,Tremors,,,
14,2005-06-17,The Perfect Man,,,
15,1990-08-03,Mo' Better Blues,,,
16,2002-01-25,Kung Pow: Enter the Fist,,,
17,2016-10-07,The Birth of a Nation,,,
18,2003-05-30,Wrong Turn,,,
19,1980-05-16,The Long Riders,,,
20,1999-03-12,The Corruptor,,,
21,2009-08-14,"The Goods: Live Hard, Sell Hard",,,
22,2011-11-23,My Week with Marilyn,,,
23,2014-12-25,Big Eyes,,,
24,2005-08-05,Broken Flowers,,,
25,2002-06-28,Hey Arnold! The Movie,,,
26,2005-12-30,The Matador,,,
27,1997-03-14,Love Jones,,,
28,2000-12-19,The Gift,,,
29,2006-01-20,End of the Spear,,,
30,2001-03-09,Get Over It,,,
31,2000-10-20,The Legend of Drunken Master,,,
32,1999-02-19,Office Space,,,
33,1999-07-23,Drop Dead Gorgeous,,,
34,2019-04-05,The Best of Enemies,,,
35,1998-04-03,The Spanish Prisoner,,,
36,1999-06-11,Le Violon rouge,,,
37,1998-11-25,Very Bad Things,,,
38,2004-07-09,Sleepover,,,
39,2013-01-25,Movie 43,,,
40,2018-10-19,Can You Ever Forgive Me?,,,
41,1984-10-26,Body Double,,,
42,2010-05-21,MacGruber,,,
43,2003-07-18,Dirty Pretty Things,,,
44,2014-03-14,Bad Words,,,
45,2015-03-27,While We're Young,,,
46,2008-02-01,Over Her Dead Body,,,
47,2001-10-24,Bones,,,
48,2012-06-22,Seeking a Friend for the End of the World,,,
49,2006-12-01,Turistas,,,
50,2016-11-11,Shut In,,,
51,2011-02-11,Cedar Rapids,,,
52,2012-11-30,The Collection,,,
53,1998-10-30,American History X,,,
54,2004-01-16,Teacher's Pet: The Movie,,,
55,1999-10-15,The Straight Story,,,
56,2002-05-03,Deuces Wild,,,
57,2008-03-28,"Run, Fatboy, Run",,,
58,1981-12-18,Heartbeeps,,,
59,2015-03-20,Danny Collins,,,
60,2007-07-04,Rescue Dawn,,,
61,2000-04-05,Black and White,,,
62,2010-06-18,Io sono lâamore,,,
63,2001-10-26,On the Line,,,
64,2018-06-15,Gotti,,,
65,2012-03-16,"Jeff, Who Lives at Home",,,
66,2016-09-30,Denial,,,
67,2016-04-29,The Man Who Knew Infinity,,,
68,2016-10-14,Max Steel,,,
69,2016-03-30,Everybody Wants Some,,,
70,1996-10-04,Crash,,,
71,2012-10-12,Atlas Shrugged: Part II,,,
72,1994-02-04,Romeo Is Bleeding,,,
73,1999-10-08,The Limey,,,
74,2014-11-14,Rosewater,,,
75,2000-12-22,The House of Mirth,,,
76,1987-05-01,Malone,,,
77,2006-06-02,Peaceful Warrior,,,
78,2011-09-09,Bucky Larson: Born to Be a Star,,,
79,2000-10-06,Bamboozled,,,
80,1981-02-11,Sphinx,,,
81,2013-05-03,The Iceman,,,
82,2015-06-05,Testament of Youth,,,
83,2017-04-21,Free Fire,,,
84,2011-06-24,A Better Life,,,
85,2003-02-28,Spider,,,
86,2000-02-04,Gun Shy,,,
87,2002-12-27,Nicholas Nickleby,,,
88,2010-04-16,The Joneses,,,
89,2006-06-23,Krrish,,,
90,2012-07-27,Killer Joe,,,
91,2017-06-02,Churchill,,,
92,2000-08-11,Cecil B. Demented,,,
93,2014-03-21,50 to 1,,,
94,2003-05-02,Owning Mahowny,,,
95,2007-10-19,The Ten Commandments,,,
96,2007-09-07,The Brothers Solomon,,,
97,2008-04-04,My Blueberry Nights,,,
98,1999-08-06,Illuminata,,,
99,2012-01-20,Coriolanus,,,
100,2013-10-04,Parkland,,,
1,2002-10-11,Swept Away,,,
2,2008-05-23,"War, Inc.",,,
3,2004-04-02,Shaolin Soccer,,,
4,2004-08-27,The Brown Bunny,,,
5,2007-09-14,King of California,,,
6,1997-10-24,Rien ne va plus,,,
7,1998-08-14,La femme de chambre du Titanic,,,
8,2004-12-17,Imaginary Heroes,,,
9,2001-10-26,High Heels and Low Lifes,,,
10,2009-08-21,World's Greatest Dad,,,
11,2013-05-03,"Cinco de Mayo, La Batalla",,,
12,2010-10-29,Welcome to the Rileys,,,
13,2016-09-09,Kicks,,,
14,2009-10-09,Free Style,,,
15,2012-06-01,High School,,,
16,2007-05-18,Severance,,,
17,2006-07-14,Edmond,,,
18,2010-04-23,Joheunnom nabbeunnom isanghannom,,,
19,1994-08-26,Police Academy 7: Mission to Moscow,,,
20,2010-02-19,Blood Done Sign My Name,,,
21,2010-02-19,The Good Guy,,,
22,2009-10-23,Motherhood,,,
23,2004-10-15,Eulogy,,,
24,2014-11-07,Elsa & Fred,,,
25,1998-02-27,An Alan Smithee Film: Burn Hollywood Burn,,,
26,2009-08-28,The Open Road,,,
27,2015-07-10,Strangerland,,,
28,2015-03-13,Hross i oss,,,
29,2009-10-16,Janky Promoters,,,
30,2007-12-21,Blonde Ambition,,,
31,2010-08-06,The Oxford Murders,,,
32,2014-12-26,Barbecue,,,
33,2010-12-31,The Reef,,,
34,2008-01-08,White Noise 2: The Light,,,
35,2015-07-21,American Heist,,,
36,2010-10-08,It's a Wonderful Afterlife,,,
37,2011-06-21,You Got Served: Beat The World,,,
38,2009-08-21,Fifty Dead Men Walking,,,
39,2014-09-26,Plastic,,,
40,2015-03-10,Jungle Shuffle,,,
41,2009-09-22,Adam Resurrected,,,
42,2009-05-26,The Devil's Tomb,,,
43,2009-12-31,Good Intentions,,,
44,2007-02-02,Partition,,,
45,2012-04-13,Detention,,,
46,2014-02-07,Nurse 3D,,,
47,2015-05-19,Into the Grizzly Maze,,,
48,2017-09-22,Friend Request,,,
49,2010-04-30,Gunless,,,
50,2009-04-03,Adventureland,,,
51,2012-12-19,Amour,,,
52,2006-04-28,The Lost City,,,
53,2000-01-12,Next Friday,,,
54,1967-06-13,You Only Live Twice,,,
55,1988-06-10,Poltergeist III,,,
56,2016-12-21,Dangal,,,
57,2010-03-19,The Runaways,,,
58,2009-10-30,Gentlemen Broncos,,,
59,2013-12-31,Re-Kill,,,
60,1963-11-07,It's a Mad Mad Mad Mad World,,,
61,2006-11-03,Volver,,,
62,2011-11-11,Melancholia,,,
63,1981-08-07,Heavy Metal,,,
64,2012-11-13,Jab Tak Hai Jaan,,,
65,1995-12-29,Richard III,,,
66,2010-05-21,Kites,,,
67,2011-12-31,Red Dog,,,
68,2010-12-31,Mine Vaganti,,,
69,2003-10-17,The Texas Chainsaw Massacre,,,
70,1971-01-01,Fiddler on the Roof,,,
71,2014-07-18,The Purge: Anarchy,,,
72,1965-12-29,Thunderball,,,
73,2008-05-30,The Strangers,,,
74,1996-11-06,Set It Off,,,
75,2016-10-21,Ouija: Origin of Evil,,,
76,1999-10-22,The Best Man,,,
77,1988-11-09,Child's Play,,,
78,2019-02-13,Happy Death Day 2U,,,
79,2007-06-22,Sicko,,,
80,2015-01-30,Black or White,,,
81,2000-01-21,Down to You,,,
82,2004-07-30,Harold & Kumar Go to White Castle,,,
83,2000-10-13,The Contender,,,
84,2000-02-18,Boiler Room,,,
85,2006-12-05,Black Christmas,,,
86,2016-11-18,The Edge of Seventeen,,,
87,2016-12-02,Jackie,,,
88,1984-03-16,The Ice Pirates,,,
89,2004-05-14,Breakin' All the Rules,,,
90,2011-08-12,Glee: The 3D Concert Movie,,,
91,1989-11-08,Henry V,,,
92,2016-11-04,Loving,,,
93,2007-11-28,The Savages,,,
94,2003-04-16,Chasing Papi,,,
95,2000-09-08,The Way of the Gun,,,
96,2019-05-17,The Sun is Also a Star,,,
97,2008-08-22,Hamlet 2,,,
98,2002-09-13,Igby Goes Down,,,
99,1994-04-29,PCU,,,
100,2007-03-09,The Ultimate Gift,,,
1,2000-09-29,Beautiful,,,
2,2007-06-01,Gracie,,,
3,2013-03-22,The Sapphires,,,
4,2016-08-26,Greater,,,
5,2018-12-25,Destroyer,,,
6,2006-08-18,Trust the Man,,,
7,2005-08-26,Undiscovered,,,
8,1998-11-06,Velvet Goldmine,,,
9,2010-05-14,Princess Kaiulani,,,
10,2003-06-20,The Legend of Suriyothai,,,
11,1991-10-25,Due occhi diabolici,,,
12,2016-05-06,Dheepan,,,
13,2010-01-22,La fille du RER,,,
14,2002-10-25,All or Nothing,,,
15,2010-02-05,Red Riding: The Year of Our Lord 1974,,,
16,2009-07-31,Flammen og Citronen,,,
17,2010-04-02,Leaves of Grass,,,
18,2006-11-22,Opal Dream,,,
19,2015-05-08,Skin Trade,,,
20,2014-06-17,Beneath Hill 60,,,
21,2015-01-20,Veronika Decides to Die,,,
22,1968-10-10,Barbarella,,,
23,2013-02-01,A Haunting in Connecticut 2: The Ghosts of Georgia,,,
24,2012-05-18,Polisse,,,
25,2015-11-13,Heist,,,
26,2011-02-26,Ultramarines,,,
27,1986-09-26,Crocodile Dundee,,,
28,2004-12-31,The I Inside,,,
29,2007-11-30,Awake,,,
30,2016-11-18,Manchester by the Sea,,,
31,2009-12-16,Crazy Heart,,,
32,2008-08-15,Star Wars: The Clone Wars,,,
33,2015-02-20,The DUFF,,,
34,2014-10-31,Nightcrawler,,,
35,1987-07-31,The Lost Boys,,,
36,2019-01-16,Dragon Ball Super: Broly,,,
37,1979-11-07,The Rose,,,
38,2013-09-27,Baggage Claim,,,
39,2016-10-07,Middle School: The Worst Years of My Life,,,
40,1991-03-01,Haakon Haakonsen,,,
41,1999-04-23,Election,,,
42,2007-03-09,The Namesake,,,
43,2013-10-18,All is Lost,,,
44,2004-02-27,Club Dread,,,
45,2009-09-17,Bright Star,,,
46,2001-09-21,Glitter,,,
47,2014-06-13,The Rover,,,
48,2004-04-23,Silmido,,,
49,2008-11-07,Repo! The Genetic Opera,,,
50,2017-12-31,Posledniy bogatyr,,,
51,2016-11-01,A.C.O.R.N.S.: Operation Crackdown,,,
52,2010-02-12,My Name is Khan,,,
53,2007-03-23,Namastey London,,,
54,2013-05-31,Yeh Jawaani Hai Deewani,,,
55,1999-06-04,Limbo,,,
56,2007-03-16,The Wind That Shakes the Barley,,,
57,2010-04-16,The City of Your Final Destination,,,
58,2006-11-24,Kurtlar vadisi - Irak,,,
59,1951-02-23,Quo Vadis?,,,
60,1965-03-02,The Sound of Music,,,
61,1984-02-17,Footloose,,,
62,1994-10-14,Pulp Fiction,,,
63,1984-06-22,The Karate Kid,,,
64,1979-06-22,The Muppet Movie,,,
65,1984-03-09,Splash,,,
66,2006-07-26,Little Miss Sunshine,,,
67,2010-09-17,Easy A,,,
68,1986-08-08,Stand by Me,,,
69,2003-06-27,28 Days Laterâ¦,,,
70,1979-06-22,Escape from Alcatraz,,,
71,2004-01-30,You Got Served,,,
72,2019-05-03,The Intruder,,,
73,2011-09-30,50/50,,,
74,1996-04-03,A Thin Line Between Love & Hate,,,
75,2015-09-02,A Walk in the Woods,,,
76,2002-10-11,Brown Sugar,,,
77,1992-03-13,Howards End,,,
78,2014-01-31,That Awkward Moment,,,
79,2008-03-21,Shutter,,,
80,1981-12-25,Modern Problems,,,
81,1969-12-18,On Her Majesty's Secret Service,,,
82,1993-05-07,Much Ado About Nothing,,,
83,1992-04-10,The Player,,,
84,1982-11-10,Creepshow,,,
85,2006-04-28,Akeelah and the Bee,,,
86,1994-10-14,Wes Craven's New Nightmare,,,
87,1999-10-01,Drive Me Crazy,,,
88,2013-09-18,Enough Said,,,
89,1998-01-16,Half Baked,,,
90,2009-01-30,New in Town,,,
91,2014-06-27,Begin Again,,,
92,2000-04-14,American Psycho,,,
93,2006-05-19,See No Evil,,,
94,2002-08-07,The Good Girl,,,
95,2006-08-04,"Bon Cop, Bad Cop",,,
96,2009-10-30,The Boondock Saints 2: All Saints Day,,,
97,2011-04-29,Prom,,,
98,1994-04-22,The Inkwell,,,
99,2000-12-29,Shadow of the Vampire,,,
100,2015-06-12,Me and Earl and the Dying Girl,,,
1,2010-10-08,It's Kind of a Funny Story,,,
2,1996-05-03,The Pallbearer,,,
3,2000-09-22,Woman on Top,,,
4,2000-05-12,Held Up,,,
5,2016-09-02,Morgan,,,
6,2015-12-30,Anomalisa,,,
7,2005-12-23,CachÃ©,,,
8,2010-12-29,Another Year,,,
9,2002-09-20,8 femmes,,,
10,1991-01-01,Showdown in Little Tokyo,,,
11,1998-09-25,Clay Pigeons,,,
12,2013-12-20,Le passÃ©,,,
13,2018-04-06,Lean on Pete,,,
14,2010-11-19,Made in Dagenham,,,
15,2008-06-06,And When Did You Last See Your Father?,,,
16,2019-05-03,El Chicano,,,
17,2010-03-05,The Secret of Kells,,,
18,1997-01-24,Prefontaine,,,
19,1983-10-28,The Wicked Lady,,,
20,2006-05-05,Down in the Valley,,,
21,2007-05-11,Brooklyn Rules,,,
22,2003-10-24,The Singing Detective,,,
23,2007-06-15,Fido,,,
24,2018-10-26,London Fields,,,
25,2011-09-16,Restless,,,
26,1998-06-12,The Land Girls,,,
27,2007-05-18,The Wendell Baker Story,,,
28,2010-10-29,Wild Target,,,
29,2008-04-18,Pathology,,,
30,2012-10-05,Wuthering Heights,,,
31,2016-11-18,A Street Cat Named Bob,,,
32,2006-08-18,10th & Wolf,,,
33,2015-05-22,Aloft,,,
34,2011-10-14,Fireflies in the Garden,,,
35,2005-09-23,Dear Wendy,,,
36,2001-04-27,Akira,,,
37,2005-12-31,Welcome to Dongmakgol,,,
38,2013-09-20,Feichang Xingyun,,,
39,2017-09-29,"Don Gato, el inicio de la pandilla",,,
40,2007-09-04,The Death and Life of Bobby Z,,,
41,2018-04-24,Backstabbing For Beginners,,,
42,2014-08-12,Swelter,,,
43,2007-11-30,Maurice Richard,,,
44,2015-02-24,Green Street Hooligans: Underground,,,
45,2009-12-31,Christmas in Beverly Hills,,,
46,2015-12-31,Henry Joseph Church,,,
47,2016-05-06,Code of Honor,,,
48,2019-06-21,Burn Your Maps,,,
49,2006-01-27,Imagine Me & You,,,
50,2003-07-04,Swimming Pool,,,
51,1990-02-23,The Blood of Heroes,,,
52,2015-04-14,Loin des hommes,,,
53,1989-12-13,Driving Miss Daisy,,,
54,1997-09-26,Soul Food,,,
55,2009-07-17,(500) Days of Summer,,,
56,1996-02-23,Rumble in the Bronx,,,
57,2006-03-17,Thank You For Smoking,,,
58,2007-06-08,Hostel: Part II,,,
59,2009-10-09,An Education,,,
60,2009-09-04,Extract,,,
61,2002-12-20,Narc,,,
62,2005-10-21,Shopgirl,,,
63,1984-03-09,The Hotel New Hampshire,,,
64,2002-03-08,Men with Brooms,,,
65,2008-02-22,Witless Protection,,,
66,2004-11-24,The Work and the Glory,,,
67,2011-12-21,Albert Nobbs,,,
68,2016-06-24,The Neon Demon,,,
69,2003-07-24,Masked and Anonymous,,,
70,2018-04-13,Borg vs McEnroe,,,
71,2002-09-13,Betty Fisher et autres histoires,,,
72,2004-08-06,Code 46,,,
73,2001-12-31,The Hole,,,
74,2015-01-09,Black November,,,
75,2015-02-24,Outside Bet,,,
76,2015-05-15,Pound of Flesh,,,
77,2017-01-13,The Bye Bye Man,,,
78,2007-04-27,Ta Ra Rum Pum,,,
79,2005-05-06,Crash,,,
80,2007-12-25,Persepolis,,,
81,2010-04-30,Harry Brown,,,
82,2011-05-27,Die Welle,,,
83,1971-12-17,Diamonds Are Forever,,,
84,1999-10-15,The Omega Code,,,
85,2011-09-16,3,,,
86,2007-12-05,Juno,,,
87,1972-03-15,The Godfather,,,
88,2012-06-29,Magic Mike,,,
89,1983-04-15,Flashdance,,,
90,2018-03-16,I Can Only Imagine,,,
91,2019-03-15,Five Feet Apart,,,
92,1993-11-12,The Piano,,,
93,2011-05-06,Jumping the Broom,,,
94,1973-06-27,Live and Let Die,,,
95,2000-01-12,My Dog Skip,,,
96,2003-01-24,Darkness Falls,,,
97,2008-02-14,"Definitely, Maybe",,,
98,2005-10-07,"Good Night, and Good Luck",,,
99,2005-09-30,Capote,,,
100,1974-03-29,The Great Gatsby,,,
1,2006-08-04,The Descent,,,
2,1995-08-25,Desperado,,,
3,1976-01-01,Logan's Run,,,
4,2017-04-07,Gifted,,,
5,1996-03-08,Fargo,,,
6,2001-04-11,Kingdom Come,,,
7,1974-12-20,The Man with the Golden Gun,,,
8,1988-02-12,Action Jackson,,,
9,1983-05-13,Breathless,,,
10,2000-05-05,Michael Jordan to the MAX,,,
11,2015-06-19,Dope,,,
12,2005-07-22,The Devil's Rejects,,,
13,2019-05-24,BrightBurn,,,
14,2014-01-17,Devil's Due,,,
15,1996-03-22,Flirting with Disaster,,,
16,2014-11-14,Beyond the Lights,,,
17,1992-07-31,Buffy the Vampire Slayer,,,
18,1999-08-25,In Too Deep,,,
19,2003-04-11,"House of 1,000 Corpses",,,
20,1985-10-11,Silver Bullet,,,
21,2003-10-10,House of the Dead,,,
22,2009-10-02,A Serious Man,,,
23,2010-07-30,Get Low,,,
24,2009-12-11,A Single Man,,,
25,1991-01-10,Warlock,,,
26,1988-08-12,The Last Temptation of Christ,,,
27,2010-06-18,Cyrus,,,
28,1999-09-01,Outside Providence,,,
29,2005-02-11,Bride & Prejudice,,,
30,2002-11-29,Rabbit-Proof Fence,,,
31,2007-07-27,Who's Your Caddy?,,,
32,1992-05-01,Split Second,,,
33,1991-03-08,Nikita,,,
34,2001-12-14,The Other Side of Heaven,,,
35,1990-09-28,Dark Angel,,,
36,1986-06-27,American Anthem,,,
37,2004-11-12,Veer-Zaara,,,
38,2008-05-02,Redbelt,,,
39,1999-08-27,A Dog of Flanders,,,
40,2002-10-18,Auto Focus,,,
41,2011-10-21,The Mighty Macs,,,
42,2010-12-22,Somewhere,,,
43,2012-01-13,We Need to Talk About Kevin,,,
44,2007-02-02,Factory Girl,,,
45,2013-11-15,The Christmas Candle,,,
46,2009-09-25,I Hope They Serve Beer in Hell,,,
47,1983-04-08,Losin' It,,,
48,2010-05-07,Mother and Child,,,
49,1977-08-05,March or Die,,,
50,1996-07-12,Les Visiteurs,,,
51,2015-10-02,Freeheld,,,
52,2014-04-02,Dom Hemingway,,,
53,2010-07-30,The Extra Man,,,
54,2011-05-13,Hesher,,,
55,1998-03-13,Chairman of the Board,,,
56,2003-02-14,Gerry,,,
57,2006-05-12,Wah-Wah,,,
58,2003-06-13,The Heart of Me,,,
59,2010-03-26,Ca$h,,,
60,2015-01-30,Trudno byt bogom,,,
61,2000-01-21,The Boondock Saints,,,
62,2014-01-28,Snezhnaya koroleva,,,
63,2016-12-06,Oddball,,,
64,2015-08-18,Z Storm,,,
65,2015-12-31,Geroy,,,
66,2013-07-23,Twixt,,,
67,2015-11-20,Criminal Activities,,,
68,2007-12-11,High School Musical 2,,,
69,2008-12-12,The Kings of Appletown,,,
70,2008-03-11,Stargate - The Ark of Truth,,,
71,2015-09-01,Alpha & Omega: The Legend of the Saw Tooth Cave,,,
72,1985-06-28,Pale Rider,,,
73,2012-09-21,House at the End of the Street,,,
74,1993-09-24,Dazed and Confused,,,
75,2017-01-31,Two Lovers and a Bear,,,
76,2010-09-17,Incendies,,,
77,2000-08-11,AimÃ©e & Jaguar,,,
78,2005-08-05,The Chumscrubber,,,
79,2004-04-09,Shade,,,
80,2010-09-10,Bran Nue Dae,,,
81,2004-09-03,"Remember Me, My Love",,,
82,2010-05-21,Perrierâs Bounty,,,
83,2008-09-19,Tropa de Elite,,,
84,2014-10-03,Annabelle,,,
85,2008-02-01,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,,,
86,1991-07-12,Boyz n the Hood,,,
87,1987-07-24,La Bamba,,,
88,1981-05-22,The Four Seasons,,,
89,1980-01-01,Dressed to Kill,,,
90,1993-04-02,The Adventures of Huck Finn,,,
91,1999-04-09,Go!,,,
92,2006-04-07,Friends with Money,,,
93,1971-01-01,The Andromeda Strain,,,
94,1999-10-22,Bats,,,
95,2017-10-20,Same Kind of Different as Me,,,
96,2003-03-07,Nowhere in Africa,,,
97,2011-12-02,Shame,,,
98,2005-05-13,Layer Cake,,,
99,2013-05-31,The East,,,
100,2005-10-21,The Work and the Glory: American Zion,,,
1,2009-11-13,The Messenger,,,
2,2004-07-23,A Home at the End of the World,,,
3,2001-08-17,Aberdeen,,,
4,2011-12-31,Tracker,,,
5,1984-10-26,The Terminator,,,
6,2004-02-27,"Good Bye, Lenin!",,,
7,2007-10-10,Control,,,
8,2009-10-09,The Damned United,,,
9,2008-02-22,Die FÃ¤lscher,,,
10,1988-01-15,Return of the Living Dead Part II,,,
11,2009-02-13,Gomorra,,,
12,1995-10-20,Mallrats,,,
13,1978-06-16,Grease,,,
14,1986-12-19,Platoon,,,
15,2004-06-23,Fahrenheit 9/11,,,
16,1969-10-24,Butch Cassidy and the Sundance Kid,,,
17,1964-08-26,Mary Poppins,,,
18,1980-09-19,Ordinary People,,,
19,2018-05-11,Breaking In,,,
20,1961-10-18,West Side Story,,,
21,1956-10-17,Around the World in 80 Days,,,
22,1980-07-25,Caddyshack,,,
23,2001-03-23,The Brothers,,,
24,2008-12-17,The Wrestler,,,
25,1989-06-30,Do the Right Thing,,,
26,1981-07-10,Escape from New York,,,
27,1999-07-16,The Wood,,,
28,1995-08-16,The Usual Suspects,,,
29,1989-08-11,A Nightmare On Elm Street: The Dream Child,,,
30,2002-04-05,National Lampoonâs Van Wilder,,,
31,1946-12-31,Duel in the Sun,,,
32,2000-09-27,Best in Show,,,
33,2019-03-29,Unplanned,,,
34,2006-09-27,The Last King of Scotland,,,
35,2003-04-16,A Mighty Wind,,,
36,2019-02-08,The Prodigy,,,
37,2018-11-30,The Possession of Hannah Grace,,,
38,1988-02-12,School Daze,,,
39,2007-08-08,Daddy Day Camp,,,
40,1988-10-21,Mystic Pizza,,,
41,1998-03-20,Mr. Nice Guy,,,
42,1956-08-21,War and Peace,,,
43,1998-04-24,Sliding Doors,,,
44,1995-05-24,Tales from the Hood,,,
45,1989-10-13,Halloween 5: The Revenge of Michael Myers,,,
46,2012-09-07,The Words,,,
47,2016-01-15,The Lady in the Van,,,
48,2012-04-27,Bernie,,,
49,2000-12-15,Pollock,,,
50,2008-02-15,Dolphins and Whales Tribes of the Ocean 3D,,,
51,1999-02-26,200 Cigarettes,,,
52,2010-03-19,City Island,,,
53,2012-03-16,Casa de mi Padre,,,
54,2011-07-29,The Guard,,,
55,2000-04-21,The Virgin Suicides,,,
56,2008-08-29,College,,,
57,2006-09-22,La science des rÃªves,,,
58,1998-12-04,Little Voice,,,
59,2009-03-13,Miss March,,,
60,1999-02-05,Simply Irresistible,,,
61,2014-07-18,Wish I Was Here,,,
62,2006-12-21,Venus,,,
63,2014-03-14,Veronica Mars,,,
64,1993-08-27,Only the Strong,,,
65,2001-07-20,Hedwig and the Angry Inch,,,
66,2003-10-31,Shattered Glass,,,
67,2008-07-03,The Wackness,,,
68,2001-11-16,Novocaine,,,
69,2009-02-06,Polytechnique,,,
70,2011-07-15,Snow Flower and the Secret Fan,,,
71,2018-09-14,Mandy,,,
72,2001-12-07,The Business of Strangers,,,
73,2011-04-29,JÃ»san-nin no shikaku,,,
74,1991-08-30,Beastmaster 2: Through the Portal of Time,,,
75,1969-06-18,The Wild Bunch,,,
76,2011-03-25,The 5th Quarter,,,
77,1979-02-02,The First Great Train Robbery,,,
78,2002-12-20,Morvern Callar,,,
79,2003-10-10,The Flower of Evil,,,
80,2011-03-04,Akmareul Boatda,,,
81,2006-11-10,Come Early Morning,,,
82,2010-04-02,The Greatest,,,
83,2012-12-07,Deadfall,,,
84,2009-05-08,Julia,,,
85,2002-04-05,Lucky Break,,,
86,2008-09-05,"Surfer, Dude",,,
87,2015-01-23,Song One,,,
88,2007-10-03,Lake of Fire,,,
89,2010-04-02,Don McKay,,,
90,2005-08-12,11:14,,,
91,2010-02-09,Icarus,,,
92,1995-12-19,Men of War,,,
93,2011-03-15,A Shine of Rainbows,,,
94,2011-12-31,Freaky Deaky,,,
95,2011-05-10,The Hit List,,,
96,1983-02-04,Videodrome,,,
97,1996-08-02,Emma,,,
98,2003-03-21,L\'auberge espagnole,,,
99,1968-02-08,Planet of the Apes,,,
100,1965-03-07,The Train,,,
1,2011-03-18,Winter in Wartime,,,
2,2003-10-03,Foolproof,,,
3,2012-10-05,Trade of Innocents,,,
4,2006-09-08,Tom yum goong,,,
5,1999-08-27,Stiff Upper Lips,,,
6,2012-09-07,The Inbetweeners,,,
7,2010-07-16,Valhalla Rising,,,
8,2003-03-12,Bend it Like Beckham,,,
9,2006-09-01,Crossover,,,
10,2002-06-21,Sunshine State,,,
11,2010-07-16,Standing Ovation,,,
12,2012-12-07,Khiladi 786,,,
13,2010-07-09,[Rec] 2,,,
14,1973-12-25,The Sting,,,
15,1981-09-25,Chariots of Fire,,,
16,2005-02-25,Diary of a Mad Black Woman,,,
17,1996-11-22,Shine,,,
18,2013-09-27,Don Jon,,,
19,1973-08-22,High Plains Drifter,,,
20,2018-09-28,Hell Fest,,,
21,2003-06-06,Mambo Italiano,,,
22,2001-07-20,Ghost World,,,
23,2001-12-14,Iris,,,
24,1980-06-06,Galaxina,,,
25,2004-11-26,Les Choristes,,,
26,2003-10-03,Wonderland,,,
27,2005-07-01,De battre mon coeur s'est arrÃªtÃ©,,,
28,2011-04-01,Haevnen,,,
29,2011-10-21,Le Havre,,,
30,2002-05-17,Harvard Man,,,
31,2011-07-15,Salvation Boulevard,,,
32,2015-01-23,R100,,,
33,2015-05-05,Miss Julie,,,
34,2008-12-31,Animals,,,
35,2003-03-07,Irreversible,,,
36,2013-02-26,Tao Jie,,,
37,2006-01-27,Rang De Basanti,,,
38,2013-07-19,Grabbers,,,
39,2013-10-11,La Vie d'AdÃ¨le â Chapitres 1 & 2,,,
40,2012-04-27,Hodejegerne,,,
41,2007-08-03,The Ten,,,
42,2000-10-27,A Room for Romeo Brass,,,
43,2017-02-24,The Girl with all the Gifts,,,
44,1944-08-01,Wilson,,,
45,2005-08-05,Saint Ralph,,,
46,2011-04-22,Dum Maaro Dum,,,
47,1980-10-03,Somewhere in Time,,,
48,2002-04-19,My Big Fat Greek Wedding,,,
49,2017-02-24,Get Out,,,
50,2017-01-20,Split,,,
51,2011-10-21,Paranormal Activity 3,,,
52,2005-10-28,Saw II,,,
53,2013-09-13,Insidious Chapter 2,,,
54,2016-03-11,10 Cloverfield Lane,,,
55,2016-07-22,Lights Out,,,
56,2015-09-11,The Visit,,,
57,2002-10-25,Jackass: The Movie,,,
58,2017-10-13,Happy Death Day,,,
59,2012-10-19,Paranormal Activity 4,,,
60,2014-10-24,Ouija,,,
61,1987-02-27,A Nightmare On Elm Street 3: Dream Warriors,,,
62,2013-08-30,No se Aceptan Devoluciones,,,
63,2015-08-07,The Gift,,,
64,2017-06-23,The Big Sick,,,
65,1975-05-16,The Return of the Pink Panther,,,
66,2019-05-31,MA,,,
67,1953-09-16,The Robe,,,
68,1991-09-13,Freddyâs Dead: The Final Nightmare,,,
69,2003-12-24,Monster,,,
70,2014-01-03,Paranormal Activity: The Marked Ones,,,
71,1954-12-23,"20,000 Leagues Under the Sea",,,
72,2014-04-11,Oculus,,,
73,2013-11-01,Dallas Buyers Club,,,
74,2015-08-26,No Escape,,,
75,1980-10-03,The Elephant Man,,,
76,2015-02-27,The Lazarus Effect,,,
77,2001-03-16,Memento,,,
78,2011-08-26,Our Idiot Brother,,,
79,2018-03-09,The Strangers: Prey at Night,,,
80,2006-07-21,Clerks II,,,
81,1998-04-08,The Players Club,,,
82,2000-10-13,Billy Elliot,,,
83,2013-07-05,The Way Way Back,,,
84,2014-08-29,"As Above, So Below",,,
